num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 14/9/2022; 16:23:39; 0; 600; 0; 0; 0; 0; 993.15; 24.68; 38.63; 168.71
2; A-C; 14/9/2022; 16:33:48; 601; 600; 8839; 96217; 6511; 176; 993.15; 24.68; 38.63; 168.71
