num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 14/9/2022; 15:35:42; 0; 600; 0; 0; 0; 0; 995.92; 23.60; 40.54; 145.28
2; A-C; 14/9/2022; 15:45:50; 600; 600; 8515; 108784; 6371; 93; 995.92; 23.60; 40.54; 145.28
