num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1; A-C; 14/9/2022; 15:18:57; 0; 600; 0; 1; 0; 0; 996.98; 23.03; 43.23; 136.35
2; A-C; 14/9/2022; 15:29:5; 600; 600; 9116; 114085; 6876; 90; 996.98; 23.03; 43.23; 136.35
